Date,Open,High,Low,Close,Adj Close,Volume
"May 15, 2025",294.10,297.90,293.75,297.84,297.84,"13,497,700"
"May 14, 2025",293.67,294.80,291.96,293.16,293.16,"14,800,600"
"May 13, 2025",299.02,300.30,297.24,299.46,299.46,"10,233,600"
"May 12, 2025",298.33,299.47,296.82,298.19,298.19,"14,375,900"
"May 9, 2025",307.79,308.57,306.01,306.84,306.84,"6,913,100"
"May 8, 2025",309.76,310.48,303.05,304.63,304.63,"11,927,600"
"May 7, 2025",312.10,313.26,310.08,310.75,310.75,"7,888,300"
"May 6, 2025",313.12,315.62,311.40,315.48,315.48,"11,445,300"
"May 5, 2025",305.92,307.65,304.68,306.88,306.88,"8,924,000"
"May 2, 2025",300.17,300.85,297.03,297.98,297.98,"8,678,400"
"May 1, 2025",297.41,297.94,295.32,297.46,297.46,"14,969,100"
"Apr 30, 2025",304.61,306.07,303.44,303.77,303.77,"8,331,900"
"Apr 29, 2025",305.81,306.95,304.00,306.06,306.06,"6,852,100"
"Apr 28, 2025",304.15,309.11,302.97,309.07,309.07,"9,375,500"
"Apr 25, 2025",301.78,305.37,301.01,304.73,304.73,"10,691,600"
"Apr 24, 2025",306.98,308.50,304.71,308.07,308.07,"10,845,000"
"Apr 23, 2025",304.18,304.74,300.59,303.65,303.65,"25,421,500"
"Apr 22, 2025",317.49,317.63,310.36,311.11,311.11,"35,242,300"
"Apr 21, 2025",315.02,316.41,313.95,315.59,315.59,"20,372,300"
"Apr 17, 2025",306.31,307.13,302.73,306.12,306.12,"18,287,800"
"Apr 16, 2025",304.65,308.06,303.80,307.47,307.47,"20,778,100"
"Apr 15, 2025",296.93,298.02,296.09,297.78,297.78,"7,924,100"
"Apr 14, 2025",295.54,296.58,294.53,296.23,296.23,"12,427,600"
"Apr 11, 2025",297.96,299.27,296.81,297.93,297.93,"21,080,100"
"Apr 10, 2025",288.81,292.86,287.23,292.35,292.35,"19,837,800"
"Apr 9, 2025",282.22,285.87,281.04,285.38,285.38,"25,342,200"
"Apr 8, 2025",277.87,278.32,274.24,275.20,275.20,"12,639,500"
"Apr 7, 2025",278.86,280.14,272.58,273.71,273.71,"19,807,000"
"Apr 4, 2025",283.64,284.03,278.02,279.72,279.72,"21,517,200"
"Apr 3, 2025",282.78,289.09,282.45,286.42,286.42,"20,524,400"
"Apr 2, 2025",288.28,289.03,287.36,288.16,288.16,"11,074,800"
"Apr 1, 2025",288.54,289.13,285.91,287.57,287.57,"15,923,600"
"Mar 31, 2025",287.53,288.39,285.85,288.14,288.14,"13,925,100"
"Mar 28, 2025",283.82,284.64,282.86,284.06,284.06,"9,563,700"
"Mar 27, 2025",280.55,282.07,279.59,281.97,281.97,"8,476,300"
"Mar 26, 2025",278.93,279.02,277.78,278.24,278.24,"3,717,500"
"Mar 25, 2025",278.78,279.96,278.27,278.47,278.47,"5,090,200"
"Mar 24, 2025",278.91,279.09,276.86,277.25,277.25,"7,870,100"
"Mar 21, 2025",279.46,279.46,276.59,278.49,278.49,"9,359,300"
"Mar 20, 2025",279.49,280.90,279.43,280.75,280.75,"5,863,300"
"Mar 19, 2025",279.85,281.48,279.06,281.11,281.11,"8,822,200"
"Mar 18, 2025",279.90,280.21,278.97,279.96,279.96,"9,596,500"
"Mar 17, 2025",275.54,276.79,275.39,276.73,276.73,"8,583,400"
"Mar 14, 2025",276.27,276.30,274.66,275.24,275.24,"13,365,000"
"Mar 13, 2025",271.57,275.35,271.55,275.13,275.13,"13,741,500"
"Mar 12, 2025",268.47,271.23,268.36,270.33,270.33,"7,236,200"
"Mar 11, 2025",268.47,269.73,268.44,269.16,269.16,"8,436,600"
"Mar 10, 2025",267.62,268.44,265.64,266.04,266.04,"7,593,900"
"Mar 7, 2025",269.09,270.34,267.64,268.39,268.39,"10,431,200"
"Mar 6, 2025",268.25,269.51,268.16,268.25,268.25,"6,136,400"
"Mar 5, 2025",267.97,270.26,267.96,269.62,269.62,"6,990,400"
"Mar 4, 2025",269.01,269.40,267.52,269.06,269.06,"8,481,300"
"Mar 3, 2025",265.07,266.88,265.07,266.74,266.74,"7,725,600"
"Feb 28, 2025",262.56,263.40,261.25,263.27,263.27,"11,504,500"
"Feb 27, 2025",266.49,266.67,264.45,264.93,264.93,"9,374,600"
"Feb 26, 2025",267.08,269.08,266.66,269.03,269.03,"7,276,000"
"Feb 25, 2025",271.46,271.68,266.45,268.62,268.62,"10,079,800"
"Feb 24, 2025",271.45,272.32,270.38,272.21,272.21,"5,374,400"
"Feb 21, 2025",270.80,271.51,269.51,270.74,270.74,"8,917,400"
"Feb 20, 2025",270.23,271.84,270.17,270.99,270.99,"7,356,900"
"Feb 19, 2025",270.68,271.33,269.24,270.85,270.85,"9,342,500"
"Feb 18, 2025",269.68,271.01,269.60,270.70,270.70,"8,185,900"
"Feb 14, 2025",270.07,270.21,265.45,266.29,266.29,"11,546,700"
"Feb 13, 2025",268.40,270.39,268.22,270.31,270.31,"8,347,500"
"Feb 12, 2025",267.15,268.43,266.35,267.67,267.67,"9,328,600"
"Feb 11, 2025",267.70,268.36,266.71,267.39,267.39,"7,169,500"
"Feb 10, 2025",268.00,268.66,267.24,268.37,268.37,"13,250,300"
"Feb 7, 2025",265.22,266.35,263.26,263.90,263.90,"9,154,000"
"Feb 6, 2025",263.66,263.72,261.49,263.43,263.43,"8,731,400"
"Feb 5, 2025",264.45,265.99,263.89,264.13,264.13,"12,681,100"
"Feb 4, 2025",261.83,262.54,261.35,262.50,262.50,"9,850,400"
"Feb 3, 2025",259.75,261.39,259.52,259.94,259.94,"11,521,100"
"Jan 31, 2025",259.08,259.99,257.86,258.56,258.56,"8,961,100"
"Jan 30, 2025",257.20,258.29,256.45,258.05,258.05,"12,981,200"
"Jan 29, 2025",254.55,254.82,253.30,254.20,254.20,"5,671,800"
"Jan 28, 2025",254.23,255.25,253.89,255.18,255.18,"5,332,000"
"Jan 27, 2025",253.86,254.26,251.92,252.99,252.99,"5,799,800"
"Jan 24, 2025",255.96,257.07,255.61,255.65,255.65,"7,341,300"
"Jan 23, 2025",253.19,254.54,252.82,254.07,254.07,"6,511,500"
"Jan 22, 2025",254.29,254.68,253.78,254.43,254.43,"5,213,800"
"Jan 21, 2025",251.95,253.36,251.83,253.13,253.13,"7,668,100"
"Jan 17, 2025",249.70,250.81,249.15,249.27,249.27,"8,312,900"
"Jan 16, 2025",250.56,251.39,250.27,250.60,250.60,"9,236,000"
"Jan 15, 2025",248.21,248.90,247.01,248.88,248.88,"6,345,000"
"Jan 14, 2025",245.62,247.04,245.52,247.03,247.03,"4,914,800"
"Jan 13, 2025",246.34,246.79,245.15,245.74,245.74,"8,448,600"
"Jan 10, 2025",248.01,249.04,247.55,248.21,248.21,"12,380,100"
"Jan 8, 2025",245.72,246.45,244.51,245.86,245.86,"6,303,300"
"Jan 7, 2025",245.52,245.77,243.81,244.56,244.56,"5,090,300"
"Jan 6, 2025",242.33,243.79,242.05,243.19,243.19,"3,758,900"
"Jan 3, 2025",244.56,244.82,243.36,243.49,243.49,"4,872,100"
"Jan 2, 2025",244.22,245.53,244.08,245.42,245.42,"6,241,900"
"Dec 31, 2024",241.05,242.52,241.05,242.13,242.13,"2,522,100"
"Dec 30, 2024",241.08,241.08,239.58,240.63,240.63,"3,522,500"
"Dec 27, 2024",241.20,241.95,241.05,241.40,241.40,"4,728,100"
"Dec 26, 2024",242.39,243.56,242.20,243.07,243.07,"4,645,100"
"Dec 24, 2024",241.49,241.66,240.82,241.44,241.44,"2,421,000"
"Dec 23, 2024",241.60,241.67,240.65,240.96,240.96,"5,835,500"
"Dec 20, 2024",241.41,242.96,241.17,242.10,242.10,"9,527,800"
"Dec 19, 2024",239.67,240.05,238.73,239.60,239.60,"8,111,400"
"Dec 18, 2024",243.57,243.71,238.82,239.26,239.26,"8,015,800"
"Dec 17, 2024",243.80,244.55,243.23,243.94,243.94,"4,421,300"
"Dec 16, 2024",245.41,245.54,244.29,244.88,244.88,"3,310,000"
"Dec 13, 2024",245.67,245.94,244.27,244.29,244.29,"6,602,600"
"Dec 12, 2024",247.81,248.24,246.87,247.28,247.28,"10,149,600"
"Dec 11, 2024",249.35,251.26,248.97,250.96,250.96,"11,033,800"
"Dec 10, 2024",247.86,248.86,247.83,248.59,248.59,"4,642,000"
"Dec 9, 2024",246.28,247.11,245.26,245.36,245.36,"4,711,500"
"Dec 6, 2024",242.79,243.86,242.44,242.95,242.95,"3,540,700"
"Dec 5, 2024",244.16,244.38,242.15,242.86,242.86,"4,806,200"
"Dec 4, 2024",244.93,245.34,244.37,244.67,244.67,"4,608,600"
"Dec 3, 2024",244.96,245.18,243.30,243.93,243.93,"3,557,800"
"Dec 2, 2024",244.46,244.58,243.14,243.44,243.44,"4,765,000"
"Nov 29, 2024",245.25,245.81,244.73,245.59,245.59,"2,708,500"
"Nov 27, 2024",244.85,245.18,243.20,243.49,243.49,"6,930,600"
"Nov 26, 2024",242.71,243.09,241.58,242.95,242.95,"4,945,900"
"Nov 25, 2024",244.27,244.40,241.48,242.48,242.48,"10,733,100"
"Nov 22, 2024",248.20,250.39,247.86,249.84,249.84,"7,503,000"
"Nov 21, 2024",246.23,246.81,245.69,246.66,246.66,"7,646,400"
"Nov 20, 2024",243.74,245.21,243.51,244.62,244.62,"6,630,700"
"Nov 19, 2024",242.75,243.31,242.03,243.25,243.25,"6,579,100"
"Nov 18, 2024",240.46,241.50,240.45,241.09,241.09,"6,323,400"
"Nov 15, 2024",237.57,237.88,236.33,236.59,236.59,"7,299,500"
"Nov 14, 2024",236.57,237.99,236.13,237.01,237.01,"8,262,400"
"Nov 13, 2024",241.31,241.47,237.59,237.63,237.63,"8,431,700"
"Nov 12, 2024",241.29,241.66,239.39,240.05,240.05,"10,145,500"
"Nov 11, 2024",242.73,242.73,241.06,242.14,242.14,"11,653,800"
"Nov 8, 2024",249.07,249.35,247.78,247.96,247.96,"6,267,900"
"Nov 7, 2024",248.29,250.24,248.12,249.65,249.65,"8,821,400"
"Nov 6, 2024",245.64,247.35,244.95,245.70,245.70,"14,600,200"
"Nov 5, 2024",253.78,253.99,252.41,253.40,253.40,"6,029,900"
"Nov 4, 2024",253.32,253.58,252.27,252.83,252.83,"4,581,400"
"Nov 1, 2024",254.33,254.86,252.44,252.47,252.47,"6,473,000"
"Oct 31, 2024",255.52,255.60,252.20,253.51,253.51,"9,930,800"
"Oct 30, 2024",256.76,257.71,255.91,257.50,257.50,"6,386,200"
"Oct 29, 2024",254.49,256.29,254.23,256.09,256.09,"8,875,500"
"Oct 28, 2024",253.01,253.63,252.95,253.33,253.33,"4,029,100"
"Oct 25, 2024",252.00,253.55,251.77,253.32,253.32,"4,424,500"
"Oct 24, 2024",253.27,253.32,251.40,252.80,252.80,"5,962,200"
"Oct 23, 2024",253.08,253.18,250.20,250.87,250.87,"8,081,000"
"Oct 22, 2024",253.06,253.94,252.52,253.93,253.93,"5,756,300"
"Oct 21, 2024",252.74,253.14,250.73,251.22,251.22,"9,258,600"
"Oct 18, 2024",250.00,251.37,249.90,251.27,251.27,"7,833,600"
"Oct 17, 2024",247.75,249.06,247.62,248.63,248.63,"5,176,200"
"Oct 16, 2024",247.62,248.09,246.36,247.15,247.15,"5,431,900"
